Date,name politician,nationality/Country,EU party,gender,parl gov id ,left/right,national party (z.B. CDU),Opposition/Regierung,mp (z.B. german mp),mep,entry national parliament (date),exit national parliament (date),entry european parliament (date),exit european parliament (date),government leader (Regierungschef),party leader EU (parliamentary leader),Spitzenkandidat 2019,wikidataid (bei Angela Merkel zB: Q567) ,comment
27/11/2020,Trine Bramsen,Denmark,,female,1629,Centre-left,SD,0.790,,,27/06/2019,,,,,,,,
27/11/2020,Ane Halsboe-Jørgensen,Denmark,,female,1629,Centre-left,SD,0.790,,,27/06/2019,,,,,,,,
27/11/2020,Simon Kollerup,Denmark,,male,1629,Centre-left,SD,0.790,,,27/06/2019,,,,,,,,
27/11/2020,Mattias Tesfaye,Denmark,,male,1629,Centre-left,SD,0.790,,,27/06/2019,,,,,,,,
27/11/2020,Peter Hummelgaard,Denmark,,male,1629,Centre-left,SD,0.790,,,27/06/2019,,,,,,,,
27/11/2020,Kaare Dybvad,Denmark,,male,1629,Centre-left,SD,0.790,,,27/06/2019,,,,,,,,
27/11/2020,Lea Wermelin,Denmark,,female,1629,Centre-left,SD,0.790,,,27/06/2019,,,,,,,,
27/11/2020,Joy Mogensen,Denmark,,female,1629,Centre-left,SD,0.790,,,27/06/2019,,,,,,,,
17/01/2019,Morten Østergaard,Denmark,,male,211,Centre to centre-left,RV,0.000,,,31/08/2014,07/10/2020,,,,RV ,,,
17/01/2019,Marianne Jelved,Denmark,,female,211,Centre to centre-left,RV,0.000,,,12/12/1990,15/06/2007,,,,RV ,,,
17/01/2019,Pia Olsen Dyhr,Denmark,,female,1644,Centre-left to left-wing,SF,0.000,,,13/02/2014,,,,,SF ,,,
17/01/2019,Kristian Th. Dahl,Denmark,,male,1418,Right-wing to far-right,DF,0.000,,,12/09/2012,,,,,DF ,,,
17/01/2019,Peter Skaarup,Denmark,,male,1418,Right-wing to far-right,DF,0.000,,,2012,,,,,DF ,,,
17/01/2019,Pernille Skipper,Denmark,,female,306,Left-wing to far-left,EL,0.000,,,2011,,,,,EL,,,
17/01/2019,Uffe Elbæk,Denmark,,female,NA,Left-wing,Independent Greens,0.000,,,27/11/2013,01/02/2020,,,,AD ,,,
27/11/2020,Sofie Carsten Nielsen,Denmark,,female,211,Centre to centre-left,RV,0.000,,,07/10/2020,,,,,RV,,,
27/11/2020,Pernille Vermund,Denmark,,female,2781,Right-wing to far-right,D,0.000,,,24/11/2015,,,,,D ,,,
17/01/2019,Jüri Ratas,Estonia,,male,1137,Centre to centre-left,EK,1.000,,,23/11/2016,,,,EK,EK (05.11.2016),,,
17/01/2019,Toomas Tõniste,Estonia,,male,846,Centre-right to right-wing,Pro Patria,0.000,,,12/06/2017,29/04/2019,,,,,,,
17/01/2019,Janek Mäggi,Estonia,,male,1137,Centre to centre-left,EK,1.000,,,02/05/2018,29/04/2019,,,,,,,
17/01/2019,Sven Mikser,Estonia,,male,1448,Centre-left,SDE,0.170,,,23/11/2016,29/04/2019,,,,,,,
17/01/2019,Kadri Simson,Estonia,,male,1137,Centre to centre-left,EK,1.000,,,23/11/2019,29/04/2019,,,,,,,
17/01/2019,Rene Tammist,Estonia,,male,1448,Centre-left,SDE,0.170,,,22/08/2018,29/04/2019,,,,,,,
17/01/2019,Urmas Reinsalu,Estonia,,male,846,Centre-right to right-wing,Pro Patria,0.000,,,23/11/2016,,,,,,,,
17/01/2019,Jüri Luik,Estonia,,male,846,Centre-right to right-wing,Pro Patria,0.000,,,12/06/2017,,,,,,,,
17/01/2019,Indrek Saar,Estonia,,male,1448,Centre-left,SDE,0.170,,,23/11/2016,29/04/2019,,,,SDE (09.06.2009),,,
17/01/2019,Katri Raik,Estonia,,female,1448,Centre-left,SDE,0.170,,,26/11/2018,29/04/2019,,,,,,,
17/01/2019,Mailis Reps,Estonia,,female,1137,Centre to centre-left,EK,1.000,,,23/11/2016,,,,,,,,
17/01/2019,Siim Kiisler,Estonia,,male,846,Centre-right to right-wing,Pro Patria,0.000,,,23/11/2016,29/04/2019,,,,,,,
17/01/2019,Kaia Iva,Estonia,,female,846,Centre-right to right-wing,Pro Patria,0.000,,,23/11/2016,29/04/2019,,,,,,,
17/01/2019,Riina Sikkut,Estonia,,female,1448,Centre-left,SDE,0.170,,,02/05/2018,29/04/2019,,,,,,,
17/01/2019,Tarmo Tamm,Estonia,,male,1137,Centre to centre-left,EK,1.000,,,12/12/2016,29/04/2019,,,,,,,
27/11/2020,Tõnis Lukas,Estonia,,male,846,Centre-right to right-wing,Pro Patria,0.000,,,29/04/2019,,,,,,,,
27/11/2020,Taavi Aas,Estonia,,male,1137,Centre to centre-left,EK,1.000,,,29/04/2019,,,,,,,,
27/11/2020,Marti Kuusik,Estonia,,male,417,Right-wing to far-right,Ekre,0.875,,,29/04/2019,30/04/2019,,,,,,,
27/11/2020,Kert Kingo,Estonia,,male,417,Right-wing to far-right,Ekre,0.875,,,16/05/2019,25/10/2019,,,,,,,
27/11/2020,Kaimar Karu,Estonia,,male,417,Right-wing to far-right,Ekre,0.875,,,07/11/2019,20/04/2020,,,,,,,
27/11/2020,Raul Siem,Estonia,,male,417,Right-wing to far-right,Ekre,0.875,,,20/04/2020,,,,,,,,
27/11/2020,Raivo Aeg,Estonia,,male,846,Centre-right to right-wing,Pro Patria,0.000,,,29/04/2019,,,,,,,,
27/11/2020,Tanel Kiik,Estonia,,male,1137,Centre to centre-left,EK,1.000,,,29/04/2019,,,,,,,,
17/01/2019,Mart Helme,Estonia,,male,417,Right-wing to far-right,EKRE,0.875,,,29/04/2019,,,,,EKRE (13.04.2013 - 04.07.2020),,,
27/11/2020,Riina Solman,Estonia,,female,846,Centre-right to right-wing,Pro Patria,0.000,,,29/04/2019,,,,,,,,
27/11/2020,Mart Järvik,Estonia,,male,417,Right-wing to far-right,Ekre,0.875,,,29/04/2019,25/11/2019,,,,,,,
27/11/2020,Arvo Aller,Estonia,,male,417,Right-wing to far-right,Ekre,0.875,,,10/12/2019,,,,,,,,
27/11/2020,Martin Helme,Estonia,,male,417,Right-wing to far-right,Ekre,0.875,,,29/04/2019,,,,,,,,
27/11/2020,Jaak Aab,Estonia,,male,1137,Centre to centre-left,EK,1.000,,,29/04/2019,,,,,,,,
27/11/2020,Rene Kokk,Estonia,,male,417,Right-wing to far-right,Ekre,0.875,,,29/04/2019,,,,,,,,
17/01/2019,Kaja Kallas,Estonia,,female,113,Centre-right,RE,0.000,,,14/04/2018,,,,,RE ,,,
17/01/2019,Jevgeni Ossinovski,Estonia,,male,1448,Centre-left,sde,0.875,,,30/05/2015,,,,,SDE ,,,
17/01/2019,Helir-Valdor Seeder,Estonia,,male,1597,Centre-right to right-wing,IRL,1.000,,,13/10/2007,13/05/2017,,,,IRL ,,,
17/01/2019,Kaul Nurm,Estonia,,male,2409,Centre-right,ev,0.000,,,30/09/2018,,,,,ev ,,,
17/01/2019,Juha Sipilä,Finland,,male,94,Centre,KESK,1.000,,,29/05/2015,06/06/2019,,,KESK,KESK ( 09.06.2012 - 09.09.2019),,,
17/01/2019,Petteri Orpo,Finland,,male,1118,Centre-right,KOK,0.125,,,28/06/2017,06/06/2019,,,,KOK (11.06.2016),,,
17/01/2019,Timo Soini,Finland,,male,2645,Centre-right to right-wing,SIN,0.125,,,29/05/2015,28/06/2017,,,,,,,
17/01/2019,Anne-Mari Virolainen,Finland,,female,1118,Centre-right,KOK,0.125,,,12/02/2018,06/06/2019,,,,,,,
17/01/2019,Antti Häkkänen,Finland,,male,1118,Centre-right,KOK,0.125,,,05/05/2017,06/06/2019,,,,,,,
17/01/2019,Kai Mykkänen,Finland,,male,1118,Centre-right,KOK,0.125,,,12/02/2018,06/06/2019,,,,,,,
17/01/2019,Jussi Niinistö,Finland,,male,2645,Centre-right to right-wing,SIN,0.125,,,29/05/2015,06/06/2019,,,,,,,
17/01/2019,Anu Vehviläinen,Finland,,female,94,Centre,KESK,1.000,,,29/05/2015,06/06/2019,,,,,,,
17/01/2019,Sanni Grahn-Laasonen,Finland,,female,1118,Centre-right,KOK,0.125,,,29/05/2015,05/05/2017,,,,,,,
17/01/2019,Sampo Terho,Finland,,male,2645,Centre-right to right-wing,SIN,0.125,,,05/05/2017,06/06/2019,,,,,,,
17/01/2019,Jari Leppä,Finland,,male,94,Centre,KESK,1.000,,,05/05/2017,,,,,,,,
17/01/2019,Anne Berner,Finland,,female,94,Centre,KESK,1.000,,,29/05/2015,29/05/2019,,,,,,,
17/01/2019,Mika Lintilä,Finland,,male,94,Centre,KESK,1.000,,,29/12/2016,,,,,,,,
17/01/2019,Jari Lindström,Finland,,male,2645,Centre-right to right-wing,SIN,0.125,,,05/05/2017,06/06/2019,,,,,,,
17/01/2019,Pirkko Mattila,Finland,,male,2645,Centre-right to right-wing,SIN,0.125,,,25/08/2016,06/06/2019,,,,,,,
17/01/2019,Annika Saarikko,Finland,,female,94,Centre,KESK,1.000,,,10/06/2017,06/06/2019,,,,,,,
17/01/2019,Kimmo Tiilikainen,Finland,,male,94,Centre,KESK,1.000,,,05/05/2017,06/06/2019,,,,,,,
27/11/2020,Sanna Marin,Finland,,female,395,Centre-left,SDP,0.790,,,10/12/2019,,,,,SDP (28.08.2020),,,
27/11/2020,Tytti Tuppurainen,Finland,,female,395,Centre-left,SDP,0.790,,,10/12/2019,,,,,,,,
17/01/2019,Katri Kulmuni,Finland,,female,94,Centre,KESK,1.000,,,10/12/2019,09/06/2020,,,,,,,
27/11/2020,Matti Vanhanen,Finland,,male,94,Centre,KESK,1.000,,,09/06/2020,,,,,,,,
27/11/2020,Sirpa Paatero,Finland,,female,395,Centre-left,SDP,0.790,,,10/12/2019,,,,,,,,
17/01/2019,Pekka Haavisto,Finland,,male,1062,Centre to centre-left,Vihr,0.790,,,10/12/2019,,,,,Vihr (03.11.2018 - 15.06.2019,,,
27/11/2020,Ville Skinnari,Finland,,male,395,Centre-left,SDP,0.790,,,10/12/2019,,,,,,,,
27/11/2020,Maria Ohisalo,Finland,,female,1062,Centre to centre-left,Vihr,0.790,,,10/12/2019,,,,,Vihr (15.06.2019),,,
17/01/2019,Li Andersson,Finland,,female,1292,Left-wing,Vas,0.790,,,10/12/2019,,,,,Vas (06.06.2019),,,
27/11/2020,Hanna Kosonen,Finland,,female,94,Centre,KESK,1.000,,,10/12/2019,06/08/2020,,,,,,,
27/11/2020,Annika Saarikko,Finland,,female,94,Centre,KESK,1.000,,,06/08/2020,,,,,KESK (05.09.2020),,,
17/01/2019,Anna-Maja Henriksson,Finland,,female,585,Centre,RKP,0.790,,,10/12/2019,,,,,RKP (12.06.2016),,,
27/11/2020,Thomas Blomqvist,Finland,,male,585,Centre,RKP,0.790,,,10/12/2019,,,,,,,,
27/11/2020,Aiono-Kaisa Pekonen,Finland,,female,1292,Left-wing,Vas,0.790,,,10/12/2019,,,,,,,,
27/11/2020,Krista Kiuru,Finland,,female,395,Centre-left,SDP,0.790,,,10/12/2019,,,,,,,,
27/11/2020,Tuula Haatainen,Finland,,female,395,Centre-left,SDP,0.790,,,10/12/2019,,,,,,,,
27/11/2020,Timo Harakka,Finland,,male,395,Centre-left,SDP,0.790,,,10/12/2019,,,,,,,,
27/11/2020,Antti Kaikkonen,Finland,,male,94,Centre,KESK,1.000,,,10/12/2019,,,,,,,,
27/11/2020,Krista Mikkonen,Finland,,female,1062,Centre to centre-left,Vihr,0.790,,,10/12/2019,,,,,,,,
17/01/2019,Jussi Halla-aho,Finland,,female,200,Right-wing to far-right,PS,0.000,,,10/06/2017,,,,,PS,,,
17/01/2019,Antti Rinne,Finland,,male,395,Centre-left,SDP,0.790,,,22/04/2014,23/08/2020,,,,SDP,,,
17/01/2019,Sari Essayah,Finland,,female,1463,Centre-right,KD,0.000,,,,,,,,KD ,,,
17/01/2019,Édouard Philippe,France,,male,947,,Independent,,,,15/05/2017,03/07/2020,,,,,,,
17/01/2019,Marc Fesneau,France,,male,509,Centre to centre-right,MoDem,1.000,,,16/10/2018,03/07/2020,,,,,,,
17/01/2019,Benjamin Griveaux,France,,male,2643,Centre,REM,1.000,,,24/11/2017,27/10/2019,,,,,,,
17/01/2019,Marlène Schiappa,France,,female,2643,Centre,REM,1.000,,,17/05/2017,06/07/2020,,,,,,,
17/01/2019,Sophie Cluzel ,France,,female,947,,Independent,,,,17/05/2017,03/07/2020,,,,,,,
17/01/2019,François de Rugy,France,,male,2643,Centre,PÈ-REM,1.000,,,04/11/2018,16/07/2019,,,,,,,
17/01/2019,Élisabeth Borne,France,,female,2643,Centre,"DVG, later RM",1.000,,,06/07/2020,,,,,,,,
17/01/2019,Brune Poirson,France,,female,2643,Centre,REM,1.000,,,21/06/2017,03/07/2020,,,,,,,
17/01/2019,Emmanuelle Wargon,France,,male,1539,Centre-left,TDP,0.000,,,06/07/2020,,,,,,,,
17/01/2019,Nicole Belloubet,France,,female,947,,Independent,,,,21/06/2017,06/07/2020,,,,,,,
17/01/2019,Jean-Yves Le Drian,France,,male,947,,Independent,,,,17/05/2017,,,,,,,,
17/01/2019,Nathalie Loiseau,France,,female,2643,Centre,"SE, later REM",1.000,,,21/06/2017,27/03/2019,,,,,,,
17/01/2019,Jean-Baptiste Lemoyne,France,,male,2643,Centre,"LR, later REM",1.000,,,26/07/2020,,,,,,,,
17/01/2019,Florence Parly,France,,female,1539,Centre-left,PS,0.000,,,21/06/2017,,,,,,,,
17/01/2019,Geneviève Darrieussecq,France,,female,509,Centre to centre-right,MoDem,1.000,,,06/07/2020,,,,,,,,
17/01/2019,Agnès Buzyn,France,,female,2643,Centre,"SE, later REM",1.000,,,17/05/2017,16/02/2020,,,,,,,
17/01/2019,Christelle Dubos,France,,female,2643,Centre,REM,1.000,,,16/10/2018,06/07/2020,,,,,,,
17/01/2019,Bruno Le Maire,France,,male,2643,Centre,"LR, later REM",1.000,,,17/05/2017,,,,,,,,
17/01/2019,Mounir Mahjoubi,France,,male,2643,Centre,"PS, later REM",1.000,,,17/05/2017,27/05/2019,,,,,,,
17/01/2019,Agnès Pannier-Runacher,France,,female,2643,Centre,REM,1.000,,,06/07/2020,,,,,,,,
17/01/2019,Muriel Pénicaud,France,,female,2643,Centre,"DVG, later RM",1.000,,,17/05/2017,06/07/2020,,,,,,,
17/01/2019,Jean-Michel Blanquer,France,,male,2643,Centre,"DVD, later REM",1.000,,,17/05/2017,,,,,,,,
17/01/2019,Gabriel Attal,France,,male,2643,Centre,REM,1.000,,,06/07/2020,,,,,,,,
17/01/2019,Gérald Darmanin,France,,male,2643,Centre,"LR, later REM",1.000,,,06/07/2020,,,,,,,,
17/01/2019,Olivier Dussopt,France,,male,1539,Centre-left,TDP,0.000,,,06/07/2020,,,,,,,,
17/01/2019,Christophe Castaner,France,,male,2643,Centre,REM,1.000,,,16/10/2018,06/07/2020,,,,,,,
17/01/2019,Laurent Nunez,France,,male,2643,Centre,REM,1.000,,,16/10/2018,06/07/2020,,,,,,,
17/01/2019,Frédérique Vidal,France,,female,2643,Centre,"SE, later REM",1.000,,,17/05/2017,,,,,,,,
17/01/2019,Jaqueline Gourault,France,,female,509,Centre to centre-right,MoDem,1.000,,,16/10/2018,,,,,,,,
17/01/2019,Sébastien Lecornu,France,,male,2643,Centre,"LR, later REM",1.000,,,06/07/2020,,,,,,,,
17/01/2019,Julien Denormandie,France,,male,2643,Centre,REM,1.000,,,06/07/2020,,,,,,,,
17/01/2019,Annick Girardin,France,,female,1492,Centre-left,"PRG, later MR",0.000,,,06/07/2020,,,,,,,,
17/01/2019,Franck Riester,France,,male,,Centre to centre-right,"LR, later Agir",1.000,,,06/07/2020,,,,,,,,
17/01/2019,Didier Guillaume,France,,male,947,,Independent,,,,16/10/2018,06/07/2020,,,,,,,
17/01/2019,Roxana Maracineanu,France,,female,947,,Independent,,,,06/07/2020,,,,,,,,
17/01/2019,Olivier Dartigolles ,France,,male,1539,Centre-left,PS,0.000,,,26/03/2006,16/03/2008,,,,PS,,,
27/11/2020,Jean Castex,France,,male,2643,Centre,REM,1.000,,,03/06/2020,,,,DVD ,,,,
27/11/2020,Barbara Pompili,France,,female,2643,Centre,REM,1.000,,,06/07/2020,,,,,,,,
27/11/2020,Éric Dupond-Moretti,France,,male,947,,Independent,,,,06/07/2020,,,,,,,,
27/11/2020,Roselyne Bachelot,France,,female,947,,Independent,,,,06/07/2020,,,,,,,,
27/11/2020,Olivier Véran,France,,male,2643,Centre,REM,1.000,,,16/02/2020,,,,,,,,
27/11/2020,Frederique Vidal,France,,female,947,,Independent,,,,17/05/2017,,,,,,,,
27/11/2020,Amélie de Montchalin,France,,female,2643,Centre,REM,1.000,,,06/07/2020,,,,,,,,
27/11/2020,Élisabeth Moreno,France,,female,947,,Independent,,,,06/07/2020,,,,,,,,
27/11/2020,Jean-Baptiste Djennari,France,,male,2643,Centre,REM,1.000,,,03/09/2019,,,,,,,,
27/11/2020,Alain Griset,France,,female,2643,Centre,REM,1.000,,,06/07/2020,,,,,,,,
27/11/2020,Brigitte Klinkert,France,,male,947,,Independent,,,,06/07/2020,,,,,,,,
27/11/2020,Nadia Hai,France,,female,2643,Centre,REM,1.000,,,06/07/2020,,,,,,,,
27/11/2020,Brigitte Bourguignon,France,,female,2643,Centre,REM,1.000,,,06/07/2020,,,,,,,,
27/11/2020,Clement Beaune,France,,female,2643,Centre,REM,1.000,,,26/07/2020,,,,,,,,
27/11/2020,Berangère Abba,France,,male,2643,Centre,REM,1.000,,,26/07/2020,,,,,,,,
27/11/2020,Nathalie Elimas,France,,female,2643,Centre,REM,1.000,,,26/07/2020,,,,,,,,
27/11/2020,Sarah El Haïry,France,,female,509,Centre to centre-right,MoDem,1.000,,,26/07/2020,,,,,,,,
27/11/2020,Cedric O,France,,female,509,Centre to centre-right,MoDem,1.000,,,26/07/2020,,,,,,,,
27/11/2020,Olivia Grégoire,France,,male,2643,Centre,REM,1.000,,,26/07/2020,,,,,,,,
27/11/2020,Laurent Pietraszewski,France,,female,2643,Centre,REM,1.000,,,26/07/2020,,,,,,,,
27/11/2020,Joël Giraud,France,,male,2643,Centre,REM,1.000,,,26/07/2020,,,,,,,,
27/11/2020,Adrien Taquet,France,,male,2643,Centre,REM,1.000,,,26/07/2020,,,,,,,,
17/01/2019,Marine Le Pen,France,,female,270,Far-right,FN,0.000,,,16/01/2011,,,,,FN ,,,
17/01/2019,Laurent Wauquiez,France,,male,658,Centre-right to right-wing,LR,0.000,,,15/12/2015, 10.12.2017,,,,LR,,,
17/01/2019,Bruno Retailleau,France,,male,658,Centre-right to right-wing,LR,0.000,,,02/10/2014,,,,,LR ,,,
17/01/2019,Christian Jacob,France,,male,658,Centre-right to right-wing,LR,0.000,,,13/10/2019,,,,,LR ,,,
17/01/2019,Fabien Roussel,France,,male,1539,Centre-left,PS,0.000,,,25/11/2018,,,,,PS ,,,
17/01/2019,Patrice Bessac,France,,male,1539,Centre-left,PS,0.000,,,10/07/2020,,,,,PS ,,,
17/01/2019,Olivier Faure,France,,male,1539,Centre-left,PS,0.000,,,07/04/2018,,,,,PS ,,,
17/01/2019,Valérie Rabault,France,,female,1539,Centre-left,PS,0.000,,,11/04/2018,,,,,PS ,,,
17/01/2019,Stanislas Guerini,France,,male,2643,Centre,"PS, later REM",1.000,,,01/12/2018,,,,,REM ,,,
17/01/2019,Gilles Le Gendre,France,,male,2643,Centre,REM,1.000,,,10/11/2020,,,,,REM ,,,
17/01/2019,François Patriat,France,,male,2643,Centre,REM,1.000,,,27/06/2017,,,,,REM ,,,
17/01/2019,Jean-Luc Mélenchon,France,,male,2644,Left-wingt to far-left,FI,0.000,,,27/06/2017,,,,,FI ,,,
27/11/2020,Adrien Quatennes,France,,male,2644,Left-wingt to far-left,FI,0.000,,,22/06/2019,,,,,FI ,,,
27/11/2020,Julien Bayou,France,,male,873,Centre-left to left-wing,EELV,0.000,,,30/11/2019,,,,,EELV ,,,
27/11/2020,François Barou,France,,male,509,Centre to centre-right,MoDem,1.000,,,10/05/2017,,,,,MoDem,,,
27/11/2020,Jean-Christophe Lagarde,France,,male,2273,Centre to centre-left,UDI,0.000,,,13/11/2014,,,,,UDI ,,,
17/01/2019,Sebastian Kurz,Austria,,male,1013,Centre-right to right-wing,ÖVP,0.500,,,,,,,ÖVP,ÖVP,,,
17/01/2019,Heinz-Christian Strache,Austria,,male,50,Right-wing to far-right,FPÖ,0.210,,,,22/05/2019,,,,FPÖ,,,
17/01/2019,Gernot Blümel,Austria,,male,1013,Centre-right to right-wing,ÖVP,0.500,,,22/05/2019,07/01/2020,,,,,,,
17/01/2019,Gernot Blümel,Austria,,male,1013,Centre-right to right-wing,ÖVP,0.500,,,07/01/2020,,,,,,,,
17/01/2019,Juliane Bogner-Strauß,Austria,,female,1013,Centre-right to right-wing,ÖVP,0.500,,,,03/06/2020,,,,,,,
17/01/2019,Heinz Faßmann,Austria,,male,272,,Independent,,,,,,,,,,,,
17/01/2019,Beate Hartinger-Klein,Austria,,female,50,Right-wing to far-right,FPÖ,0.210,,,,22/05/2019,,,,,,,
17/01/2019,Norbert Hofer,Austria,,male,50,Right-wing to far-right,FPÖ,0.210,,,,,,,,,,,
17/01/2019,Herbert Kickl,Austria,,male,50,Right-wing to far-right,FPÖ,0.210,,,,22/05/2019,,,,,,,
17/01/2019,Karin Kneissl,Austria,,female,272,,Independent,,,,,03/06/2020,,,,,,,
17/01/2019,Elisabeth Köstinger,Austria,,female,1013,Centre-right to right-wing,ÖVP,0.500,,,,,,,,,,,
17/01/2019,Mario Kunasek,Austria,,male,50,Right-wing to far-right,FPÖ,0.210,,,,22/05/2020,,,,,,,
17/01/2019,Hartwig Löger,Austria,,male,1013,Centre-right to right-wing,ÖVP,0.500,,,,03/06/2019,,,,,,,
17/01/2019,Josef Moser,Austria,,male,272,,Independent,,,,,03/06/2019,,,,,,,
17/01/2019,Margarete Schramböck,Austria,,female,1013,Centre-right to right-wing,ÖVP,0.500,,,,03/06/2020,,,,,,,
27/11/2020,Werner Kogler,Austria,,male,1429,Centre-left,Die Grünen - Die Grüne Alternative,0.500,,,07/01/2020,,,,,Die Grünen - Die Grüne Alternative,,,
27/11/2020,Rudolf Anschober,Austria,,male,1429,Centre-left,Die Grünen - Die Grüne Alternative,0.500,,,07/01/2020,,,,,,,,
27/11/2020,Christine Aschbacher,Austria,,female,1013,Centre-right to right-wing,ÖVP,0.500,,,07/01/2020,29/01/2020,,,,,,,
27/11/2020,Karoline Edstadler,Austria,,female,1013,Centre-right to right-wing,ÖVP,0.500,,,07/01/2020,,,,,,,,
27/11/2020,Leonore Gewessler,Austria,,female,1429,Centre-left,Die Grünen - Die Grüne Alternative,0.500,,,07/01/2020,,,,,,,,
27/11/2020,Karl Nehammer,Austria,,male,1013,Centre-right to right-wing,ÖVP,0.500,,,07/01/2020,,,,,,,,
27/11/2020,Susanne Rab,Austria,,female,1013,Centre-right to right-wing,ÖVP,0.500,,,07/01/2020,,,,,,,,
27/11/2020,Alexander Schallenberg,Austria,,male,272,,Independent,,,,07/01/2020,,,,,,,,
27/11/2020,Klaudia Tanner,Austria,,female,1013,Centre-right to right-wing,ÖVP,0.500,,,07/01/2020,,,,,,,,
27/11/2020,Alma Zadić,Austria,,female,1429,Centre-left,Die Grünen - Die Grüne Alternative,0.500,,,07/01/2020,,,,,,,,
27/11/2020,Magnus Brunner,Austria,,male,1013,Centre-right to right-wing,ÖVP,0.500,,,07/01/2020,,,,,,,,
27/11/2020,Andrea Mayer ,Austria,,female,272,,Independent,,,,20/05/2019,,,,,,,,
17/01/2019,Walter Rosenkranz,Austria,,male,50,Right-wing to far-right,FPÖ,0.210,,,,22/05/2019,,,,FPÖ,,,
17/01/2019,Johann Gudenus,Austria,,male,50,Right-wing to far-right,FPÖ,0.210,,,,22/05/2019,,,,FPÖ,,,
17/01/2019,Beate Meinl-Reisinger,Austria,,female,2255,Centre,NEOS,0.000,,,01/06/2018,,,,,NEOS,,,
17/01/2019,August Wöginger,Austria,,male,1013,Centre-right to right-wing,ÖVP,0.500,,,01/12/2017,,,,,ÖVP,,,
17/01/2019,Pamela Rendi-Wagner,Austria,,female,973,Centre-left,SPÖ,0.000,,,24/11/2018,,,,,Team Stronach,"Name korrigiert, beim mergen aufgefallen, 09.02.2021; Franzi)",,
17/01/2019,Frank Stronach,Austria,,male,2150,Centre-right to right-wing,Team Stronach,0.000,,,25/09/2012,,,,,Die Grünen - Die Grüne Alternative,,,
27/11/2020,Sigrid Maurer,Austria,,female,1429,Centre-left,Die Grünen - Die Grüne Alternative,0.5,,,23/10/2019,,,,,,,,
17/01/2019,Angela Merkel,Germany,,female,808,Centre-right,CDU,1.000,,,22/11/2005,,,,CDU,CDU (10.04.2000 - 07.12.2018),,,
17/01/2019,Olaf Scholz,Germany,,male,558,Centre-left,SPD,1.000,,,14/03/2018,,,,,,,,
17/01/2019,Horst Seehofer,Germany,,male,1180,Centre-right,CSU,1.000,,,14/03/2018,,,,,CSU (25.10.2008 - 19.01.2019),,,
17/01/2019,Heiko Maas,Germany,,male,558,Centre-left,SPD,1.000,,,14/03/2018,,,,,,,,
17/01/2019,Peter Altmaier,Germany,,male,808,Centre-right,CDU,1.000,,,14/03/2018,,,,,,,,
17/01/2019,Katarina Barley,Germany,,female,558,Centre-left,SPD,1.000,,,14/03/2018,27/06/2019,,,,,,,
17/01/2019,Hubertus Heil,Germany,,male,558,Centre-left,SPD,1.000,,,14/03/2017,,,,,,,,
17/01/2019,Ursula von der Leyen,Germany,,female,808,Centre-right,CDU,1.000,,,13/12/2013,17/07/2019,,,,,,,
17/01/2019,Julia Klöckner,Germany,,female,808,Centre-right,CDU,1.000,,,14/03/2019,,,,,,,,
17/01/2019,Franziska Giffey,Germany,,female,558,Centre-left,SPD,1.000,,,14/03/2019,,,,,,,,
17/01/2019,Jens Spahn,Germany,,male,808,Centre-right,CDU,1.000,,,14/03/2019,,,,,,,,
17/01/2019,Andreas Scheuer,Germany,,male,1180,Centre-right,CSU,1.000,,,14/03/2019,,,,,,,,
17/01/2019,Svenja Schulze,Germany,,female,558,Centre-left,SPD,1.000,,,14/03/2019,,,,,,,,
17/01/2019,Anja Karliczel,Germany,,female,808,Centre-right,CDU,1.000,,,14/03/2019,,,,,,,,
17/01/2019,Gerd Müller,Germany,,male,1180,Centre-right,CSU,1.000,,,17/12/2013,,,,,,,,
17/01/2019,Helge Braun,Germany,,male,808,Centre-right,CDU,1.000,,,14/03/2019,,,,,,,,
27/11/2020,Christine Lambrecht,Germany,,female,558,Centre-left,SPD,1.000,,,27/06/2019,,,,,,,,
27/11/2020,Annegret Kramp-Karrenbauer,Germany,,female,808,Centre-right,CDU,1.000,,,17/07/2019,,,,,CDU (07.12.2018),,,
27/11/2020,Monika Grütters,Germany,,female,808,Centre-right,CDU,1.000,,,17/12/2013,,,,,,,,
27/11/2020,Hendrik Hoppenstedt,Germany,,male,808,Centre-right,CDU,1.000,,,14/03/2018,,,,,,,,
27/11/2020,Annette Widmann-Mauz,Germany,,female,808,Centre-right,CDU,1.000,,,14/03/2018,,,,,,,,
27/11/2020,Dorothee Bär,Germany,,female,1180,Centre-right,CSU,1.000,,,14/03/2018,,,,,,,,
27/11/2020,Bettina Hagedorn,Germany,,female,558,Centre-left,SPD,1.000,,,14/03/2018,,,,,,,,
27/11/2020,Sarah Rygleswki,Germany,,female,558,Centre-left,SPD,1.000,,,02/09/2019,,,,,,,,
27/11/2020,Günter Krings,Germany,,male,808,Centre-right,CDU,1.000,,,17/12/2013,,,,,,,,
27/11/2020,Marco Wanderwitz,Germany,,male,808,Centre-right,CDU,1.000,,,14/02/2020,,,,,,,,
27/11/2020,Volkmar Vogel,Germany,,male,808,Centre-right,CDU,1.000,,,14/02/2020,,,,,,,,
27/11/2020,Stephan Mayer,Germany,,male,1180,Centre-right,CSU,1.000,,,14/03/2018,,,,,,,,
