Date,name politician,nationality/Country,EU party,gender,parl gov id ,left/right,national party (z.B. CDU),Opposition/Regierung,mp (z.B. german mp),mep,entry national parliament (date),exit national parliament (date),entry european parliament (date),exit european parliament (date),government leader (Regierungschef),party leader EU (parliamentary leader),Spitzenkandidat 2019,wikidataid (bei Angela Merkel zB: Q567) ,comment
27/11/2020,Beata Szydło ,Poland,ECR,female,528,Right-wing,PiS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Róża Thun,Poland,EVP,female,512,Centre to centre-right,PO,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Grzegorz Tobiszowski,Poland,ECR,male,528,Right-wing,PiS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Witold Waszcykowski,Poland,ECR,male,528,Right-wing,PiS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Jadwiga Wiśniewska,Poland,ECR,male,528,Right-wing,PiS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Anna Zalewska,Poland,ECR,female,528,Right-wing,PiS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Kosma Złotowski,Poland,ECR,male,528,Right-wing,PiS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Dominik Tarczyński,Poland,ECR,male,528,Right-wing,PiS,1.000,,,,,01/02/2020,,,,,,
27/11/2020,Álvaro Amaro	,Portugal,EVP,male,1273,Centre-right,PSD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,André Bradford,Portugal,SPE,male,725,Centre-left,PS,1.000,,,,,02/07/2019,18/07/2019,,,,,
27/11/2020,Maria da Graça Carvalho,Portugal,EVP,female,1273,Centre-right,PSD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Sara Cerdas,Portugal,SPE,female,725,Centre-left,PS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Isabel Estrada Carvalhais,Portugal,Independent,female,729,,Independent,,,,,,18/07/2019,,,,,,
27/11/2020,José Manuel Fernandes,Portugal,EVP,male,1273,Centre-right,PSD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,João Ferreira,Portugal,Independent,male,514,Left-wing to far-left,PCP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Francsico Guerreiro,Portugal,Independent,male,729,,Independent,,,,,,02/07/2019,,,,,,
27/11/2020,José Gusmão	,Portugal,EL/MLP,male,557,Left-wing to far-left,BE,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Margarida Marques,Portugal,SPE,female,725,Centre-left,PS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Maria Manuel Leitão Marques,Portugal,SPE,female,725,Centre-left,PS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Pedro Marques,Portugal,SPE,male,725,Centre-left,PS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Marisa Matias,Portugal,EL/MLP,female,557,Left-wing to far-left,BE,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Nuno Melo,Portugal,EVP,male,251,Centre-right to right-wing,CDS-PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Cláudia Monteiro de Aguiar,Portugal,EVP,female,1273,Centre-right,PSD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Lídia Pereira,Portugal,EVP,female,1273,Centre-right,PSD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Pedro Silva Pereira,Portugal,SPE,male,725,Centre-left,PS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Sandra Brito Pereiro,Portugal,Independent,female,514,Left-wing to far-left,PCP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Manuel Pizarro Castro,Portugal,SPE,male,725,Centre-left,PS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Paulo Rangel,Portugal,EVP,male,1273,Centre-right,PSD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Isabel Santos,Portugal,SPE,female,725,Centre-left,PS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Carlos Zorrinho,Portugal,SPE,male,725,Centre-left,PS,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Clotilde Armand,Romania,ALDE,female,2646,Centre-right,USR,0.000,,,,,20/10/2020,,,,,,
27/11/2020,Carmen Avram,Romania,SPE,female,1120,Centre-left,PSD,0.460,,,,,02/07/2019,,,,,,
27/11/2020,Traian Băsescu,Romania,EVP,male,2395,Centre-right,PMP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Adrian-DragoșBenea,Romania,SPE,male,1120,Centre-left,PSD,0.460,,,,,02/07/2019,,,,,,
27/11/2020,Vasile Blaga,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Rareș Bogdan,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Vlad Botoș,Romania,ALDE,male,2646,Centre-right,USR,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Daniel Buda,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Cristian Silviu Bușoi,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Dacian Cioloș,Romania,ALDE,male,NA,Centre to centre-right,PLUS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Tudor Ciuhodaru,Romania,SPE,male,1120,Centre-left,PSD,0.460,,,,,02/07/2019,,,,,,
27/11/2020,Corina Crețu,Romania,Independent,female,2746,Centre to centre-left,PRO,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Gheorghe Falcă,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Christian Ghinea,Romania,ALDE,male,2646,Centre-right,USR,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Maria Grapini,Romania,SPE,female,1120,Centre-left,PSD,0.460,,,,,02/07/2019,,,,,,
27/11/2020,Mircea Hava,Romania,EVP,female,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Iulian Claudiu Manda,Romania,SPE,male,1120,Centre-left,PSD,0.460,,,,,02/07/2019,,,,,,
27/11/2020,Marian-Jean Marinescu,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Dan Motreanu,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Siegfried Mureșan,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,,,,,,
27/11/2020,Dan Nica,Romania,SPE,male,1120,Centre-left,PSD,0.460,,,,,02/07/2019,,,,,,
27/11/2020,	Dragoș Pîslaru,Romania,ALDE,male,NA,Centre to centre-right,PLUS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Rovana Plumb,Romania,SPE,female,1120,Centre-left,PSD,0.460,,,,,02/07/2019,,,,,,
27/11/2020,Nicolae Ştefănuţă,Romania,ALDE,male,2646,Centre-right,USR,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Ramona Strugariu,Romania,ALDE,female,NA,Centre to centre-right,PLUS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Cristian-Vasile Terheş,Romania,SPE,male,1120,Centre-left,PSD,0.460,,,,,02/07/2019,,,,,,
27/11/2020,Eugen Tomac,Romania,EVP,male,2395,Centre-right,PMP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Dragoș Tudorache,Romania,ALDE,male,NA,Centre to centre-right,PLUS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Mihai Tudose,Romania,Independent,male,2746,Centre to centre-left,PRO,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Adina Vălean,Romania,EVP,female,1015,Centre to centre-right,PNL,0.580,,,,,02/07/2019,30/11/2019,,,,,
27/11/2020,Loránt Vincze,Romania,EVP,male,948,Centre-right,UDMR,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Iuliu Winkler,Romania,EVP,male,948,Centre-right,UDMR,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Victor Negrescu,Romania,SPE,male,1120,Centre-left,PSD,0.460,,,,,01/02/2020,,,,,,
27/11/2020,Gheorghe-Vlad Nistor,Romania,EVP,male,1015,Centre to centre-right,PNL,0.580,,,,,02/12/2019,,,,,,
27/11/2020,Vlad Gheorge,Romania,ALDE,male,2646,Centre-right,USR,0.000,,,,,20/10/2020,,,,,,
27/11/2020,Abir Al.Sahlani,Sweden,ALDE,male,1461,Centre to centre-right,C ,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Alice Bah Kuhnke,Sweden,EGP,female,1154,Centre-left,MP,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Erik Bergkvist,Sweden,SPE,male,1546,Right-wing to far-right,S ,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Malin Björk,Sweden,MLP/NGLA,female,882,Left-wing,V,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Johan Danielsson,Sweden,SPE,male,904,Centre-left,S,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Fredrick Federley,Sweden,ALDE,male,1461,Centre to centre-right,C,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Heléne Fritzon,Sweden,SPE,female,904,Centre-left,S,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Jytte Guteland,Sweden,SPE,female,904,Centre-left,S,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Pär Holmgren,Sweden,EGP,male,1154,Centre-left,MP,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Evin Incir,Sweden,SPE,male,904,Centre-left,S,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Karin Karlsbro,Sweden,ALDE,female,2477,Centre to centre-right,L,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Arba Kokalari,Sweden,EVP,female,1154,Centre-left,MP,1.000,,,,,02/07/2019,,,,,,
27/11/2020,David Lega,Sweden,EVP,male,282,Centre-right,KD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Peter Lundgren,Sweden,ECR,male,1546,Right-wing to far-right,SD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jessica Polfjärd,Sweden,EVP,female,657,Centre-right,M ,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Sara Skyttedal,Sweden,EVP,female,282,Centre-right,KD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jessica Stegrud,Sweden,ECR,female,1546,Right-wing to far-right,SD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Tomas Tobé,Sweden,EVP,male,657,Centre-right,M,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jörgen Warborn,Sweden,EVP,male,657,Centre-right,M,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Charlie Weimers,Sweden,ECR,male,1546,Right-wing to far-right,SD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jakop Dalunde,Sweden,EGP,male,1154,Centre-left,MP,1.000,,,,,01/02/2020,,,,,,
27/11/2020,Monika Beňová,Slovakia,SPE,female,220,Centre-left to left-wing,Smer,0.625,,,,,02/07/2019,,,,,,
27/11/2020,Vladimír Bilčík,Slovakia,Independent,male,2752,Centre to centre-right,SPOLU,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Miroslav Číž,Slovakia,SPE,male,220,Centre-left to left-wing,Smer,0.625,,,,,02/07/2019,,,,,,
27/11/2020,Lucia Ďuriš Nicholsonová,Slovakia,ECR,female,1460,Centre-right,SaS,0.420,,,,,02/07/2019,,,,,,
27/11/2020,Robert Hajšel,Slovakia,SPE,male,220,Centre-left to left-wing,Smer,0.625,,,,,02/07/2019,,,,,,
27/11/2020,Martin Hojsík,Slovakia,ALDE,male,2751,Centre to centre-left,PS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Eugen Jurzyca,Slovakia,ECR,male,1460,Centre-right,SaS,0.420,,,,,02/07/2019,,,,,,
27/11/2020,Peter Pollák,Slovakia,Independent,male,1759,Centre-right,OLANO,0.420,,,,,02/07/2019,,,,,,
27/11/2020,Miroslav Radačovský,Slovakia,APF,male,NA,Far-right,L´SNS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Michal Šimečka,Slovakia,ALDE,male,2751,Centre to centre-left,PS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Ivan Štefanec,Slovakia,EVP,male,1432,Centre-right,KDH,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Milan Uhrík,Slovakia,APF,male,NA,Far-right,L´SNS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Michal Wiezik,Slovakia,Independent,male,2752,Centre to centre-right,SPOLU,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Miriam Lexmann,Slovakia,EVP,female,1432,Centre-right,KDH,0.000,,,,,01/02/2020,,,,,,
27/11/2020,Franc Bogovič,Slovenia,EVP,male,1047,Centre-right,N-Si,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Milan Brglez,Slovenia,SPE,male,706,Centre-left,SD,0.625,,,,,02/07/2019,,,,,,
27/11/2020,Tanja Fajon,Slovenia,SPE,female,706,Centre-left,SD,0.625,,,,,02/07/2019,,,,,,
27/11/2020,Klemen Grošelj,Slovenia,ALDE,male,2668,Centre to centre-left,LMŠ,0.625,,,,,02/07/2019,,,,,,
27/11/2020,Irena Joveva,Slovenia,ALDE,female,2668,Centre to centre-left,LMŠ,0.625,,,,,02/07/2019,,,,,,
27/11/2020,Ljudmila Novak,Slovenia,EVP,female,1047,Centre-right,N-Si,0.420,,,,,02/07/2019,,,,,,
27/11/2020,Romana Tomc,Slovenia,EVP,female,1651,Right-wing,SDS,0.420,,,,,02/07/2019,,,,,,
27/11/2020,Milan Zver,Slovenia,EVP,male,1651,Right-wing,SDS,0.420,,,,,02/07/2019,,,,,,
27/11/2020,Mazaly Aguilar,Spain,ECR,female,2380,Far-right,Vox,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Clara Eugenia Aguilera García,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Pablo Arias Echeverría,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Pernando Barrena,Spain,EFA,male,NA,Left-wing to far-left,Sortu,0.000,,,,,02/07/2019,,,,,,
27/11/2020,José Ramón Bauzá,Spain,Independent,male,1166,,Independent,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Isabel Benjumea,Spain,EVP,female,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Izaskun Bilbao,Spain,EDP,male,1361,Centre,PNV,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jorge Buxadé,Spain,ECR,male,2380,Far-right,Vox,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jordi Cañas,Spain,ALDE,male,2375,Centre-right,C´s,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Pilar de Castillo,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Toni Comín,Spain,Independent,male,2605,Syncretic,Junts,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Estrella Durá Ferrandis,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Rosa Estarás ,Spain,EVP,female,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jonás Fernández Álvarez,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Lina Gálvez Muñoz,Spain,Independent,female,1166,,Independent,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Iban García,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Iratxe García,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,José Manuel García-Margallo,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Isabel García Muñoz,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Eider Gardiazabal Rubial,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Luis Garicano,Spain,ALDE,male,2375,Centre-right,C´s,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Nicolás González Casares,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Mónica Silvana González González,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Esteban González Pons,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Alicia Homs Ginel,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Oriol Junqueras,Spain,EFA,male,757,Centre-left to left-wing,ERC,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Leopoldo López Gil,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Juan Fernando López Aguilar,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Javi López Fernández,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Antonio López-Istúriz White,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,César Luena,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Cristina Maestre Martín Almagro,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Adriana Maldonado,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Francisco Millán Mon,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Dolors Montserrat,Spain,EVP,female,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Javier Moreno Sanchez,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Javier Nart,Spain,ALDE,male,2375,Centre-right,C´s,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Maite Pagazaurtundua,Spain,Independent,male,1166,,Independent,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Manu Pineda Marín,Spain,EL ,female,118,Left-wing to far-left,IU/PCE,0.500,,,,,02/07/2019,,,,,,
27/11/2020,Clara Ponsatí Obiols,Spain,Independent,female,2605,Syncretic,Junts,0.000,,,,,01/02/2020,,,,,,
27/11/2020,Carles Puigdemont,Spain,Independent,male,2605,Syncretic,Junts,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Sira Rego,Spain,EL,female,118,Left-wing to far-left,IU ,0.500,,,,,02/07/2019,,,,,,
27/11/2020,Diana Riba,Spain,EFA,female,757,Centre-left to left-wing,ERC,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Soraya Rodríguez,Spain,Independent,female,1166,,Independent,,,,,,02/07/2019,,,,,,
27/11/2020,María Eugenia Rodríguez Palop,Spain,Independent,female,1166,,Independent,,,,,,02/07/2019,,,,,,
27/11/2020,Inmaculada Rodríguez-Piñero,Spain,SPE,female,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Doménech Miguel Ruiz Devesa,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Ignacio Sánchez Amor,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Susana Solis Pérez,Spain,ALDE,female,2375,Centre-right,C´s,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Hermann Tertsch,Spain,ECR,male,2380,Far-right,Vox,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Miguel Urbán Crespo,Spain,MLP ,male,2724,Left-wing to far-left,Podemos,0.500,,,,,02/07/2019,,,,,,
27/11/2020,Ernest Urtasun,Spain,EGP,male,2330,Left-wing,ICV,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Idoia Villanueva Ruiz,Spain,MLP,female,2724,Left-wing to far-left,Podemos,0.500,,,,,02/07/2019,,,,,,
27/11/2020,Francisco Javier Zarzalejos,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Juan Ignacio Zoido Margarita De La Pisa Carrión,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Margarita De La Pisa Carrión,Spain,EKR,female,2380,Far-right,Vox,0.000,,,,,01/02/2020,,,,,,
27/11/2020,Gabriel Mato,Spain,EVP,male,645,Centre-right to right-wing,PP,0.000,,,,,01/02/2020,,,,,,
27/11/2020,Marcos Ros Sempere,Spain,ALDE,male,902,Centre-left,PSOE,1.000,,,,,01/02/2020,,,,,,
27/11/2020,Adrián Vázquez Lázara,Spain,ALDE,male,2375,Centre-right,C´s,0.000,,,,,01/02/2020,,,,,,
27/11/2020,Hynek Blaško,Czech Republic,MENL,male,2654,Right-wing to far-right,SPD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Dita Charanzová,Czech Republic,ALDE,female,2263,Centre to centre-right,ANO,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Ivan David,Czech Republic,MENL,male,2654,Right-wing to far-right,SPD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Martina Dlabajová,Czech Republic,ALDE,female,2263,Centre to centre-right,ANO,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Markéta Gregorová,Czech Republic,PPEU,female,2261,Centre to centre-left,Piráti,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Martin Hlaváček,Czech Republic,ALDE,male,2263,Centre to centre-right,ANO,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Ondřej Knotek,Czech Republic,ALDE,male,2263,Centre to centre-right,ANO,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Marcel Kolaja,Czech Republic,PPEU,male,2261,Centre to centre-left,Piráti,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Kateřina Konečná,Czech Republic,EL,female,1173,Left-wing to far-left,KSČM,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Ondřej Kovařík,Czech Republic,ALDE,male,2263,Centre to centre-right,ANO,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Radka Maxová,Czech Republic,ALDE,female,2263,Centre to centre-right,ANO,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Luděk Niedermayer,Czech Republic,EVP,male,2,Centre-right,TOP 09,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Mikuláš Peksa,Czech Republic,PPEU,male,2261,Centre to centre-left,Piráti,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Stanislav Polčák,Czech Republic,EVP,male,2024,Centre to Centre-right,STAN,0.000,,,,,02/07/2019,,,,,,
